Name,Age,Nationality,Potential,Club,International Reputation,Weak Foot,Skill Moves,Body_Type,Attacking_Work_Rate,Defensive_Work_Rate,CB,CDM,CF,CM,GK,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RES,RF,RM,RS,RW,RWB,ST,SUB,BMI,Age_Group,Value_to_Potential
M. Balotelli,31,67.14691943127963,77,65.38403734956051,4.0,4.0,4.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26.038781163434905,1,116883.11688311688
P. Bamford,28,61.01479046836483,78,69.32016280602635,2.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20.74506939371804,0,185897.4358974359
Raúl Asencio,24,67.33545108005083,68,62.62476851889212,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.305470559638533,0,10661.764705882353
M. Fall,20,66.44953844859191,77,64.74501302968537,1.0,2.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.937075599818925,2,32467.532467532466
P. Lagemyr,25,59.94615384628343,69,60.63936170212766,1.0,3.0,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.796729893506402,0,15942.028985507246
F. Giraudo,23,67.14691943127963,59,63.9492225470338,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.661152034778407,0,2372.8813559322034
22 K. Nagato,26,62.05960264900737,70,63.558364116438895,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3910588392529,0,21428.571428571428
L. Alario,29,66.84351713859911,78,68.74803520918654,2.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22.79035792549306,0,179487.1794871795
B. Zeneli,19,59.94615384628343,71,61.826254753410176,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.408786769347305,2,4577.4647887323945
22 Paco Puertas,25,67.33545108005083,66,63.70037421860941,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.85727788279773,0,6439.393939393939
21 B. Abundis,20,62.066326560430504,69,62.15345666636857,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.453287197231838,2,6521.739130434783
Fran Delgado,20,67.33545108005083,71,68.41544872068718,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.789970953429727,2,7394.366197183099
Melendo,24,67.33545108005083,82,65.57649206347176,1.0,2.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.589551436050055,0,243902.43902439025
21 B. Carroll,18,61.01479046836483,68,69.24274647113855,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.015495867768596,2,4779.411764705882
22 Lee Ji Woo,18,55.45909092541449,64,57.76512678664747,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.20408163265306,2,1562.5
20 E. Allen,17,61.01479046836483,69,59.373654309480884,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.188070502453332,2,869.5652173913044
H. Macadam,21,61.01479046836483,62,60.49870360229393,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.025684602944,2,4032.2580645161293
22 M. Olawale,22,65.76345303954568,68,59.9310933383305,1.0,3.0,2.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.449340844748203,0,7352.941176470588
D. Boyata,31,63.676616911317716,76,68.37060502104337,2.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.766410140334994,1,65789.47368421052
21 M. Sotillo,35,63.24892703869952,70,62.716898962941386,1.0,2.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.54788069073783,1,2571.4285714285716
W. Goodwin,20,61.01479046836483,70,64.07021676025643,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.161722462347985,2,7142.857142857143
21 V. Mihai,24,58.657777783679684,62,59.9310933383305,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.971335857220122,0,4032.2580645161293
22 R. Galindo,23,62.066326560430504,69,62.04582795196957,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.783308885490467,0,10869.565217391304
V. Bichakhchyan,22,64.72148794511051,72,62.1555255941597,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.985397512168742,0,22222.222222222223
K. Olaigbe,19,63.676616911317716,67,61.42496629180937,1.0,2.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.408786769347305,2,4477.611940298508
J. Skau,19,60.14644351564082,70,60.618124613256114,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.99262444384723,2,3285.714285714286
M. Yiğit,21,62.149019607919676,65,61.62375289510696,1.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.15910864205237,2,5000.0
22 J. Liburd,19,62.14942553942687,65,61.34049075974484,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.97735111870822,2,3384.6153846153848
A. Hopmark,30,60.14644351564082,66,60.99566528205426,1.0,3.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.87152777777778,0,10606.060606060606
22 D. Murray,18,61.40113024391227,76,67.49247191134715,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.671695884453275,2,6250.0
J. Gómez,20,62.46376811594901,71,62.52052415613021,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.801587301587304,2,16901.408450704224
22 Z. Gilsenan,18,57.3617886188073,77,63.979882021322894,1.0,4.0,4.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.591836734693878,2,6818.181818181818
G. Singh,22,51.946337283508086,64,60.471079814490466,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.888440980620498,0,3281.25
22 D. Banach,17,59.81679389323986,71,62.35481168972758,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.897959183673468,2,3873.239436619718
J. Espinoza,23,63.19097222222265,72,62.148775898419714,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.857142857142858,0,18055.555555555555
Ethyan,20,67.33545108005083,77,64.57006584872232,1.0,3.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.913805697589478,2,18181.81818181818
J. Ferreira,21,60.60498220641852,84,63.522938056523905,1.0,4.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21.383941996057334,2,113095.23809523809
D. Petrovič,24,66.72958542510514,73,63.85487474025446,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.40750912892856,0,23287.671232876713
22 A. Acevedo,19,64.93636363636358,70,62.50797677683468,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.561909262759922,2,6785.714285714285
Zhang Chao'ao,21,52.237735849311704,56,60.96195355270508,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.132713440405748,2,1607.142857142857
S. Berghuis,30,64.91292875989446,82,69.63059321244518,3.0,3.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6421929718633,0,359756.0975609756
M. Adeline,18,66.25481481481482,79,66.22395444794249,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.444444444444443,2,21518.98734177215
I. Bennacer,24,68.67776495164934,86,71.75782063116573,2.0,3.0,4.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.857142857142858,0,465116.27906976745
22 A. Garcia MacNulty,18,57.3617886188073,81,69.26309348233895,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.305470559638533,2,13580.246913580248
22 T. Mase,23,62.05960264900737,67,62.00794195461505,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.857142857142858,0,7089.55223880597
A. Bella Kotchap,20,63.3562945368171,83,66.56949510200712,1.0,5.0,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.099722991689752,2,72289.15662650602
Campaña,29,67.33545108005083,78,67.02712971403163,1.0,3.0,4.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.847008520333322,0,173076.92307692306
21 A. Valencia,34,63.19097222222265,78,63.437094940282265,2.0,2.0,3.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,27.160493827160494,1,64102.5641025641
O. Faraj,20,59.94615384628343,72,61.37374194114851,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.99262444384723,2,10069.444444444445
E. Uribe,36,63.24892703869952,65,63.286078672763004,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.15910864205237,1,2153.846153846154
22 Y. El Arabi,34,68.14065451485799,78,67.78062931387855,2.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.359256128486894,1,89743.58974358975
L. Barreiro Martins,22,64.6356737489332,79,67.48197533562711,1.0,3.0,3.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.460034350640772,0,62025.3164556962
S. Müller,21,63.3562945368171,74,62.07794853260894,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.074074074074073,2,14864.864864864865
Fabiano Sonta,30,70.6844547563805,72,65.57171108405514,1.0,3.0,2.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.029760996306585,0,26388.88888888889
P. Kioso,22,57.3617886188073,73,62.68519786659482,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.798202394816204,0,21917.80821917808
22 M. Molina,28,66.84351713859911,59,63.09881752346183,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.456790123456788,0,3389.830508474576
F. Orlando,25,67.14691943127963,69,65.4489204906713,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.030045351473927,0,18840.579710144928
22 Tomás Castro,22,68.82156133820642,71,63.53335489406737,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.587833094227893,0,12676.05633802817
21 B. Ünsal,23,62.149019607919676,63,63.20582909269332,1.0,2.0,1.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.205989773557338,0,3809.5238095238096
22 J. Buchta,20,63.636842094577204,67,61.69673373290216,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.434609346697258,2,6343.2835820895525
A. Hasić,20,66.46373519188126,75,66.86937165566542,1.0,4.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.53544639152223,2,29333.333333333332
M. Llano,22,66.84351713859911,71,63.45489059741336,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.561909262759922,0,14084.507042253521
Joshuando Sá,26,70.6844547563805,75,65.2252953959206,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.453568409612362,0,73333.33333333333
T. Müsel,22,63.3562945368171,71,68.63682634883519,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.37472607742878,0,12676.05633802817
M. Diarra,19,67.2829821383738,75,64.49887886562917,1.0,2.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.672110130948383,2,14666.666666666666
J. Akintunde,26,61.01479046836483,61,57.63936170212766,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.489795918367346,0,4508.196721311476
B. El Khannous,18,63.676616911317716,79,64.26893213692239,1.0,3.0,3.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.604938271604937,2,10443.037974683544
B. Chorbadzhiyski,26,63.914570649945716,66,62.87509344674004,1.0,3.0,2.0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.512820512820515,0,9848.484848484848
21 P. Gavilán,31,63.01687763726706,63,62.14579776966275,1.0,2.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.839506172839506,1,3968.253968253968
K. Tobers,21,63.062781684751116,70,61.86619464941621,1.0,3.0,2.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.99605274208449,2,12142.857142857143
21 K. Hanratty,17,61.40113024391227,75,60.51436170212766,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.753086419753085,2,4000.0
21 T. Chamberlain,18,61.01479046836483,63,61.33875703334288,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.16070124178232,2,2222.222222222222
A. Cissoko,22,66.25481481481482,68,63.462264318202145,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.655108138483047,0,7720.588235294118
22 A. Zakharyan,18,65.6407826390537,86,69.1328409415945,1.0,4.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.49959688255845,2,0.0
22 S. Tamayo,18,64.14479637866177,75,62.67738812688252,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.875114784205696,2,7000.0
C. Ronan,24,57.3617886188073,74,65.73204568071543,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.221453287197235,0,27027.027027027027
21 I. Takidine,19,63.676616911317716,71,65.78418490750498,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.86111966075032,2,7394.366197183099
J. Allen,27,61.01479046836483,70,62.49879123396155,1.0,3.0,2.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.837370242214536,0,22857.14285714286
O. Boscagli,24,66.25481481481482,82,68.97168295565834,2.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.756387167668876,0,176829.26829268291
N. Pacławski,18,59.81679389323986,73,62.98315200189373,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18.015956990477278,2,4452.054794520548
R. Robinson,23,60.60498220641852,72,62.27890020453455,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.498173849525198,0,18055.555555555555
J. Pulskamp,21,60.60498220641852,75,62.34954708787642,1.0,1.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.332277048438208,2,11333.333333333334
22 A. Koç,24,62.149019607919676,63,63.249974851471805,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.503556057507403,0,4761.9047619047615
K. Itakura,25,62.05960264900737,80,68.63682634883519,1.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.937075599818925,0,93750.0
22 Iuri Tavares,20,68.82156133820642,78,65.173908441317,1.0,3.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.929223431375238,2,15384.615384615385
22 C. McNeill,17,61.01479046836483,84,69.20802010270623,1.0,4.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.34029706557179,2,15476.190476190477
C. Gilligan,20,57.3617886188073,73,61.542949173547086,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.382716049382715,2,8219.17808219178
J. Lutostański,17,59.81679389323986,73,62.33123292772479,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.224489795918366,2,3424.6575342465753
W. Araujo,26,63.01687763726706,69,63.50171818981583,1.0,3.0,4.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.30935640886966,0,15942.028985507246
Hernâni,30,68.82156133820642,71,63.97874080035366,2.0,2.0,5.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.783308885490467,0,25352.11267605634
J. O'Connell,28,61.01479046836483,74,64.35817676327738,1.0,2.0,2.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.299799895836188,0,32432.432432432433
M. Borja,29,64.14479637866177,76,68.9661211391531,1.0,4.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25.97867956642479,0,98684.21052631579
M. Rogers,19,61.01479046836483,82,70.88207392469212,1.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.877405702193368,2,26829.268292682926
22 R. Denuit,19,63.676616911317716,66,61.42083149922948,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.03875236294896,2,3636.3636363636365
21 V. Parkes,18,61.01479046836483,76,63.76436170212766,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.857142857142858,2,8223.684210526315
22 F. Pierrot,26,63.453194441490034,70,63.09266357122666,1.0,3.0,2.0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24.710383675204593,0,24285.714285714286
J. Handl,24,63.636842094577204,72,63.36436170212766,1.0,4.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.38650562265723,0,19444.444444444445
G. Morris,38,61.01479046836483,63,61.79769117607383,1.0,3.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.902385858042937,1,793.6507936507936
21 Ma Defu,21,52.237735849311704,55,56.16795533059748,1.0,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.503556057507403,2,1272.7272727272727
J. Navas,28,66.84351713859911,66,63.59886884804695,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,22.944088878154812,0,11742.424242424242
A. Rusnák,27,66.7131350521478,74,63.462264318202145,1.0,4.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.836734693877553,0,60810.81081081081
J. Morel,24,63.01687763726706,79,66.35487363633364,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.629489603024574,0,41772.15189873418
21 F. Saglam,18,62.805339576278556,65,61.56371067758986,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.89307408198773,2,2923.076923076923
M. Mansilla,26,66.84351713859911,67,63.373829572816135,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.634676324128566,0,7835.820895522388
22 L. Rodríguez,28,64.93636363636358,64,63.09239085987227,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.453287197231838,0,8984.375
22 J. Milambo,20,61.01479046836483,63,56.17156268689598,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.15529420201513,2,3174.6031746031745
22 B. Konaté,25,66.25481481481482,69,63.185401161083504,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.00656932126967,0,11231.884057971014
21 N. Mai,19,63.3562945368171,68,62.99225968735737,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.6421929718633,2,6250.0
M. Sponsel,20,63.3562945368171,75,62.43031982348721,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.67573696145125,2,12333.333333333334
E. Mina,31,62.46376811594901,62,63.17693169470323,1.0,3.0,3.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.661152034778407,1,5241.935483870968
J. Blasco,23,66.25481481481482,71,63.620352580637125,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.08254200146092,0,14084.507042253521
22 B. Sánchez,28,63.19097222222265,63,63.64095095229354,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.45288531775018,0,7539.68253968254
22 Zhu Jiaxuan,22,52.237735849311704,55,58.638057135208086,1.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.45288531775018,0,1636.3636363636363
21 B. Oña,26,63.19097222222265,62,63.3483943138874,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.705129432793896,0,6854.8387096774195
