Name,Age,Nationality,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height,Weight,Release Clause
A. Hasić,20,Bosnia and Herzegovina,75,Beşiktaş JK,2200000.0,11000.0,1.0,4.0,3.0,High/ Low,Normal,SUB,Permanent,177,80,4800000.0
M. Llano,22,Argentina,71,Godoy Cruz,1000000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,"<a href=""/team/110396/newells-old-boys/"">Newell's Old Boys</a>",184,73,0.0
Joshuando Sá,26,Brazil,75,Santos,5500000.0,23000.0,1.0,3.0,2.0,Medium/ Medium,Normal,LB,Permanent,182,81,10500000.0
T. Müsel,22,Germany,71,Borussia Mönchengladbach,900000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,185,80,1700000.0
M. Diarra,19,Mali,75,Málaga CF,1100000.0,1000.0,1.0,2.0,2.0,Medium/ High,Lean,RES,Permanent,181,71,1900000.0
J. Akintunde,26,England,61,Derry City,275000.0,650.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,175,75,447000.0
B. El Khannous,18,Belgium,79,KRC Genk,825000.0,950.0,1.0,3.0,3.0,Medium/ Low,Lean,CAM,Permanent,180,70,1800000.0
B. Chorbadzhiyski,26,Bulgaria,66,Widzew Łódź,650000.0,2000.0,1.0,3.0,2.0,Medium/ High,Lean,CB,Permanent,195,78,926000.0
21 P. Gavilán,31,Paraguay,63,Club River Plate Asunción,250000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,GK,Permanent,180,74,538000.0
K. Tobers,21,Latvia,70,Lechia Gdańsk,850000.0,2000.0,1.0,3.0,2.0,Low/ Medium,Lean,SUB,Permanent,189,75,1300000.0
21 K. Hanratty,17,Scotland,75,Aberdeen,300000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,180,64,825000.0
21 T. Chamberlain,18,England,63,Cheltenham Town,140000.0,700.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,185,69,273000.0
A. Cissoko,22,France,68,Seattle Sounders FC,525000.0,1000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,191,79,893000.0
22 A. Zakharyan,18,Russia,86,Unknown,0.0,0.0,1.0,4.0,3.0,High/ High,Lean,LW,Permanent,183,72,0.0
22 S. Tamayo,18,Colombia,75,Club Independiente Santa Fe,525000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RCM,Permanent,165,65,1000000.0
C. Ronan,24,Republic of Ireland,74,Wolverhampton Wanderers,2000000.0,19000.0,1.0,3.0,3.0,High/ Medium,Lean,RES,Permanent,170,70,4200000.0
21 I. Takidine,19,Belgium,71,RSC Anderlecht,525000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,171,61,893000.0
J. Allen,27,England,70,Coventry City,1600000.0,11000.0,1.0,3.0,2.0,High/ High,Normal,LCM,Permanent,170,66,3200000.0
O. Boscagli,24,France,82,PSV,14500000.0,15000.0,2.0,4.0,3.0,Medium/ Medium,Lean,RES,Permanent,181,68,21400000.0
N. Pacławski,18,Poland,73,Lech Poznań,325000.0,700.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,187,63,658000.0
R. Robinson,23,United States,72,Inter Miami CF,1300000.0,2000.0,1.0,2.0,2.0,High/ Medium,Normal,SUB,Permanent,185,77,2200000.0
J. Pulskamp,21,United States,75,Sporting Kansas City,850000.0,750.0,1.0,1.0,1.0,Medium/ Medium,Normal,SUB,Permanent,188,86,1800000.0
22 A. Koç,24,Turkey,63,İttifak Holding Konyaspor,300000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,"<a href=""/team/101037/caykur-rizespor/"">Çaykur Rizespor</a>",181,77,0.0
K. Itakura,25,Japan,80,Borussia Mönchengladbach,7500000.0,22000.0,1.0,4.0,3.0,Medium/ Medium,Lean,RCB,Permanent,188,74,13300000.0
22 Iuri Tavares,20,Portugal,78,Vitória de Guimarães,1200000.0,2000.0,1.0,3.0,4.0,Medium/ Low,Lean,RES,Permanent,191,80,3300000.0
22 C. McNeill,17,England,84,Manchester United,1300000.0,3000.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,182,74,3700000.0
C. Gilligan,20,Republic of Ireland,73,Burton Albion,600000.0,950.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,180,79,1400000.0
J. Lutostański,17,Poland,73,Śląsk Wrocław,250000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,175,65,588000.0
W. Araujo,26,Paraguay,69,Metropolitanos de Caracas FC,1100000.0,500.0,1.0,3.0,4.0,Medium/ Medium,Normal,SUB,Permanent,172,66,2400000.0
Hernâni,30,Portugal,71,Rio Ave FC,1800000.0,7000.0,2.0,2.0,5.0,Medium/ Low,Lean,SUB,Permanent,179,73,3800000.0
J. O'Connell,28,England,74,Sheffield United,2400000.0,20000.0,1.0,2.0,2.0,High/ Medium,Stocky,SUB,Permanent,191,85,4700000.0
M. Borja,29,Colombia,76,River Plate,7500000.0,19000.0,1.0,4.0,3.0,Medium/ Low,Normal,ST,Permanent,183,87,10500000.0
M. Rogers,19,England,82,Manchester City,2200000.0,17000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,187,80,5400000.0
22 R. Denuit,19,Belgium,66,Seraing,240000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,184,78,396000.0
21 V. Parkes,18,England,76,Fortuna Sittard,625000.0,950.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,175,70,882000.0
22 F. Pierrot,26,Haiti,70,En Avant de Guingamp,1700000.0,5000.0,1.0,3.0,2.0,High/ Medium,Stocky,ST,Permanent,194,93,3100000.0
J. Handl,24,Austria,72,FK Austria Wien,1400000.0,6000.0,1.0,4.0,2.0,Medium/ High,Lean,SUB,Permanent,196,86,2100000.0
G. Morris,38,England,63,Gillingham,50000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Normal,GK,"<a href=""/team/110890/crawley-town/"">Crawley Town</a>",183,70,0.0
21 Ma Defu,21,China PR,55,Chongqing Liangjiang Athletic,70000.0,1000.0,1.0,2.0,2.0,Low/ Low,Normal,RES,Permanent,181,77,123000.0
J. Navas,28,Argentina,66,Arsenal de Sarandí,775000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RM,Permanent,182,76,1100000.0
A. Rusnák,27,Slovakia,74,Seattle Sounders FC,4500000.0,8000.0,1.0,4.0,3.0,High/ Medium,Normal,RCM,Permanent,175,73,6800000.0
J. Morel,24,Paraguay,79,Estudiantes de La Plata,3300000.0,6000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,184,80,5600000.0
21 F. Saglam,18,Liechtenstein,65,FC Vaduz,190000.0,600.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,181,75,394000.0
M. Mansilla,26,Argentina,67,Patronato,525000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,188,80,801000.0
22 L. Rodríguez,28,Uruguay,64,Carlos A. Mannucci,575000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,170,62,1200000.0
22 J. Milambo,20,England,63,Waterford FC,200000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,167,59,350000.0
22 B. Konaté,25,France,69,CF Fuenlabrada,775000.0,2000.0,1.0,3.0,2.0,High/ Medium,Lean,LDM,Permanent,183,67,1300000.0
21 N. Mai,19,Germany,68,1. FC Magdeburg,425000.0,550.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,182,75,701000.0
M. Sponsel,20,Germany,75,Rot-Weiß Essen,925000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,"<a href=""/team/31/1-fc-koln/"">1. FC Köln</a>",189,81,0.0
E. Mina,31,Venezuela,62,Hermanos Colmenarez,325000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Stocky,SUB,Permanent,182,85,699000.0
J. Blasco,23,France,71,SD Huesca,1000000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,Permanent,185,79,1800000.0
22 B. Sánchez,28,Ecuador,63,CS Emelec,475000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,185,70,1000000.0
22 Zhu Jiaxuan,22,China PR,55,Dalian Professional Football Club,90000.0,2000.0,1.0,2.0,2.0,Low/ Low,Lean,RES,Permanent,185,70,158000.0
21 B. Oña,26,Ecuador,62,C.D. Universidad Católica del Ecuador,425000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,177,68,914000.0
22 Herrerín,33,Spain,75,Al Raed,1800000.0,15000.0,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,Permanent,187,89,3000000.0
Nani,35,Portugal,77,Melbourne Victory,4300000.0,9000.0,4.0,5.0,4.0,High/ Medium,Lean,RM,Permanent,177,72,5400000.0
J. Bijol,23,Slovenia,79,Udinese Calcio,4400000.0,11000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,190,85,8400000.0
M. Pessina,25,Italy,80,AC Monza,14000000.0,43000.0,2.0,2.0,3.0,Medium/ Medium,Lean,LCM,"<a href=""/team/39/atalanta/"">Atalanta</a>",183,75,0.0
Pedro Justiniano,22,Portugal,71,Radomiak Radom,1000000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,190,83,1600000.0
T. Booth,21,United States,74,FC Utrecht,1100000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RCM,Permanent,174,66,1900000.0
21 W. Ortíz,28,Argentina,60,Club Sportivo Luqueño,250000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,168,65,538000.0
Renato Sanches,24,Portugal,86,Paris Saint-Germain,33000000.0,72000.0,3.0,4.0,4.0,High/ High,Normal,SUB,Permanent,176,70,67700000.0
Rodrigo Guth,21,Brazil,75,Fortuna Sittard,2300000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RCB,Permanent,191,80,3900000.0
J. Ward-Prowse,27,England,82,Southampton,29500000.0,69000.0,2.0,3.0,3.0,High/ High,Normal,RCM,Permanent,173,66,58300000.0
22 C. Kiernan,19,Republic of Ireland,69,Bohemian FC,210000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,175,62,457000.0
P. Förster,27,Germany,72,VfL Bochum 1848,2500000.0,18000.0,1.0,3.0,3.0,High/ High,Normal,RCM,Permanent,188,82,4500000.0
22 R. Gașpar,18,Romania,70,Gaz Metan Mediaş,150000.0,550.0,1.0,2.0,2.0,Medium/ Medium,Lean,RM,Permanent,177,67,296000.0
15 D. Pandurevic,17,Australia,70,Central Coast Mariners,80000.0,2000.0,1.0,4.0,2.0,High/ Medium,Normal,SUB,Permanent,178,69,0.0
A. Zanoli,21,Italy,79,Napoli,3000000.0,14000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,188,76,5700000.0
F. Ginella,23,Uruguay,72,Club Nacional de Football,1100000.0,500.0,1.0,2.0,3.0,Medium/ Medium,Normal,RES,Permanent,178,72,2600000.0
09 O. Dacourt,33,France,81,Fulham,0.0,0.0,3.0,3.0,1.0,N/A/ N/A,Normal,RCM,Permanent,178,73,0.0
R. Abascal,28,Uruguay,72,Boavista FC,1600000.0,8000.0,1.0,3.0,2.0,Medium/ High,Normal,LCB,Permanent,186,80,3500000.0
E. Hysaj,28,Albania,75,Lazio,5000000.0,38000.0,2.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,182,70,8500000.0
22 A. Al Badaoui,25,Morocco,68,AD Alcorcón,825000.0,2000.0,1.0,3.0,4.0,Medium/ Medium,Normal,CAM,Permanent,179,72,1300000.0
A. Valera,26,Peru,75,Al Fateh,3100000.0,23000.0,1.0,3.0,3.0,High/ Low,Normal,ST,Permanent,183,79,5300000.0
22 B. Letić,28,Bosnia and Herzegovina,63,CD Mirandés,425000.0,2000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,184,74,659000.0
J. Ferri,30,France,77,Montpellier Hérault SC,9000000.0,23000.0,2.0,2.0,3.0,Medium/ High,Normal,RDM,Permanent,173,73,17100000.0
22 Park Ho Min,19,Korea Republic,65,FC Seoul,190000.0,650.0,1.0,5.0,2.0,High/ Low,Normal,RES,Permanent,190,86,356000.0
18 S. Kenny,24,Republic of Ireland,60,Limerick FC,110000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,LM,Permanent,180,67,195000.0
J. Kühn,20,Germany,68,SG Dynamo Dresden,350000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,180,74,578000.0
22 K. Romay,27,Bolivia,66,Club Always Ready,900000.0,500.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,172,70,1900000.0
L. Robertone,25,Argentina,80,Unión Deportiva Almería,10500000.0,24000.0,1.0,4.0,4.0,Medium/ High,Normal,LCM,Permanent,175,70,23900000.0
22 M. Carreón,17,Mexico,71,Club Universidad Nacional,525000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,167,60,998000.0
A. Musaba,21,Netherlands,76,AS Monaco,1900000.0,9000.0,1.0,5.0,3.0,Medium/ Low,Normal,RES,Permanent,182,72,4000000.0
Mário Rui,31,Portugal,78,Napoli,10000000.0,47000.0,2.0,3.0,3.0,High/ Medium,Lean,LB,Permanent,170,67,17000000.0
22 F. Pizzichillo,25,Uruguay,70,Santos Laguna,1200000.0,7000.0,1.0,2.0,2.0,High/ High,Normal,SUB,Permanent,177,70,2100000.0
22 Alejandro Garnacho,17,Argentina,84,Manchester United,1500000.0,2000.0,1.0,4.0,3.0,High/ Medium,Lean,RES,Permanent,180,70,4300000.0
L. Barrios,23,Paraguay,60,General Caballero (JLM),190000.0,500.0,1.0,3.0,2.0,Medium/ Low,Lean,SUB,Permanent,165,60,423000.0
M. Ilaimaharitra,26,Madagascar,76,Royal Charleroi S.C.,3600000.0,12000.0,1.0,3.0,3.0,Medium/ High,Normal,LCM,Permanent,177,80,5700000.0
G. Restes,17,France,81,Toulouse Football Club,575000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,186,82,1700000.0
P. Abraham,19,Sweden,79,FC Groningen,2000000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,176,69,4200000.0
J. Elitim,23,Colombia,70,Racing Santander,975000.0,8000.0,1.0,3.0,3.0,Medium/ Medium,Normal,CAM,"<a href=""/team/1795/watford/"">Watford</a>",169,67,0.0
22 A. Alonso,23,Uruguay,67,Guaireña FC,525000.0,500.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,190,80,1200000.0
U. Eneme-Ella,21,Gabon,69,Angers SCO,500000.0,3000.0,1.0,2.0,3.0,High/ Medium,Normal,SUB,Permanent,184,75,1100000.0
22 Y. Obata,19,Japan,76,Vegalta Sendai,1000000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,183,79,1900000.0
22 D. Galjen,19,Germany,70,SV Werder Bremen,400000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,187,75,890000.0
22 Quaresma,37,Portugal,76,Vitória de Guimarães,2400000.0,10000.0,3.0,4.0,5.0,Medium/ Low,Normal,SUB,Permanent,175,68,5000000.0
J. Balagizi,18,England,78,Crawley Town,575000.0,5000.0,1.0,4.0,3.0,High/ Medium,Normal,LCM,"<a href=""/team/9/liverpool/"">Liverpool</a>",189,78,0.0
22 A. Doldán,24,Paraguay,74,Atlético Tucumán,1700000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,"<a href=""/team/110150/gallos-blancos-de-queretaro/"">Gallos Blancos de Querétaro</a>",178,72,0.0
W. Caicedo,29,Ecuador,66,9 de Octubre,850000.0,500.0,1.0,3.0,3.0,High/ Low,Stocky,ST,Permanent,180,83,1800000.0
22 L. Torres,24,Argentina,69,Club Atlético Central Córdoba,875000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,178,70,1300000.0
B. Skaret,20,Norway,74,Vålerenga Fotball,400000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,186,80,750000.0
E. Topcu,16,Republic of Ireland,58,Drogheda United,100000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,183,65,175000.0
L. Gómez,26,Argentina,69,Argentinos Juniors,1400000.0,6000.0,1.0,3.0,3.0,Medium/ Medium,Stocky,SUB,Permanent,163,66,2100000.0
M. Marran,21,Saudi Arabia,64,Al Nassr,240000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,175,64,456000.0
L. Everink,21,Netherlands,73,FC Twente,850000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,179,76,1400000.0
I. Rakitić,34,Croatia,82,Sevilla FC,14000000.0,39000.0,3.0,4.0,3.0,Medium/ Medium,Normal,SUB,Permanent,184,78,29400000.0
E. Martínez,29,Argentina,84,Aston Villa,29000000.0,95000.0,3.0,4.0,1.0,Medium/ Medium,Stocky,GK,Permanent,195,88,55100000.0
22 R. Del Campo,21,Switzerland,76,Futebol Clube de Famalicão,1200000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,185,79,3300000.0
22 A. García,19,Mexico,75,Club Universidad Nacional,575000.0,1000.0,1.0,2.0,3.0,Medium/ Medium,Lean,RES,Permanent,184,72,1300000.0
22 J. Hergault,35,France,71,FC Lorient,575000.0,8000.0,1.0,3.0,2.0,Low/ Medium,Normal,SUB,Permanent,185,80,1200000.0
22 W. Younoussa,19,Cameroon,74,Dijon FCO,975000.0,600.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,174,66,1900000.0
21 B. Kırdaroğlu,19,Turkey,72,Göztepe SK,400000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,178,65,1100000.0
C. Cook,20,Australia,68,Perth Glory,300000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,188,79,435000.0
22 F. Romero,21,Argentina,73,Estudiantes de La Plata,775000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,177,70,1300000.0
22 D. Rolán,28,Uruguay,72,Fútbol Club Juárez,2400000.0,10000.0,2.0,4.0,4.0,Medium/ Medium,Normal,SUB,Permanent,175,70,4099999.9999999995
B. Poveda,18,Bolivia,76,Club Deportivo Jorge Wilstermann,1200000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,GK,Permanent,181,73,2800000.0
Escudero,32,Spain,75,Real Valladolid CF,3900000.0,20000.0,1.0,2.0,3.0,Medium/ Medium,Lean,LB,Permanent,176,72,8600000.0
S. Waller,18,England,61,Burnley,80000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Stocky,RES,Permanent,186,81,168000.0
L. Menke,22,Germany,64,SV Elversberg,300000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,189,86,495000.0
19 C. Medjani,33,Algeria,70,Ohod Club,725000.0,10000.0,1.0,3.0,2.0,High/ Medium,Normal,RCM,Permanent,184,77,1200000.0
P. Diouf,33,Senegal,62,Kalmar FF,250000.0,1000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,180,71,313000.0
F. Buonanotte,17,Argentina,78,Rosario Central,1600000.0,550.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,174,66,3400000.0
L. Krejčí,23,Czech Republic,84,AC Sparta Praha,15500000.0,900.0,1.0,3.0,2.0,High/ High,Normal,RES,Permanent,190,86,37200000.0
12 B. Baldé,19,Guinea Bissau,71,FC Paços de Ferreira,400000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,180,70,0.0
Y. Badji,20,Senegal,78,Royal Charleroi S.C.,2300000.0,7000.0,1.0,3.0,2.0,High/ Medium,Normal,LS,"<a href=""/team/231/club-brugge-kv/"">Club Brugge KV</a>",192,80,0.0
20 P. Kpohomouh,17,England,72,Southampton,240000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,186,77,606000.0
E. Palacios,23,Argentina,83,Bayer 04 Leverkusen,19500000.0,39000.0,2.0,4.0,3.0,High/ High,Lean,SUB,Permanent,177,67,34600000.0
15 E. Abidal,34,France,75,Olympiacos CFP,1000000.0,45000.0,3.0,2.0,3.0,Low/ Medium,Lean,SUB,Permanent,186,74,0.0
22 T. Loridan,18,France,69,USL Dunkerque,275000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,185,73,653000.0
22 S. Ilic,18,Germany,71,SC Freiburg II,350000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,187,83,726000.0
Juan Durán,21,Spain,70,CD Mirandés,925000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Normal,LB,Permanent,180,74,1600000.0
T. Silva,19,Argentina,73,San Lorenzo de Almagro,750000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,172,60,1300000.0
22 R. Rodríguez,20,Mexico,66,Mazatlán Futbol Club,200000.0,1000.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,182,75,465000.0
D. Vavro,26,Slovakia,76,F.C. København,3500000.0,17000.0,1.0,3.0,2.0,Medium/ High,Normal,RCB,Permanent,189,81,4800000.0
A. Maxsø,28,Denmark,74,Brøndby IF,2900000.0,13000.0,1.0,4.0,2.0,Medium/ Medium,Normal,RES,Permanent,191,87,3800000.0
22 M. Bajamich,21,Argentina,72,Club Atlético Huracán,750000.0,1000.0,1.0,3.0,3.0,High/ High,Stocky,SUB,"<a href=""/team/698/houston-dynamo/"">Houston Dynamo</a>",178,75,0.0
22 A. Radwański,23,Poland,66,Bruk-Bet Termalica Nieciecza,650000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,170,63,926000.0
S. Abdusalam,28,China PR,49,Shijiazhuang Ever Bright F.C.,45000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,69,70000.0
22 J. Montero,31,Ecuador,68,Gallos Blancos de Querétaro,1000000.0,5000.0,1.0,3.0,4.0,High/ Low,Normal,SUB,Permanent,170,67,1700000.0
A. Brignoli,30,Italy,75,Panathinaikos FC,3700000.0,650.0,1.0,3.0,1.0,Medium/ Medium,Lean,GK,Permanent,187,74,8100000.0
21 E. Igbonekwu,18,Nigeria,70,TSV Egger Glas Hartberg,325000.0,700.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,174,69,674000.0
22 Barba,22,Spain,70,SD Huesca,700000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,169,62,1300000.0
C. Baumgartner,22,Austria,84,TSG Hoffenheim,22500000.0,32000.0,2.0,3.0,3.0,Medium/ Medium,Lean,LM,Permanent,180,73,42800000.0
W. Antelo,21,Bolivia,71,Club Deportivo Guabirá,1100000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Stocky,SUB,Permanent,181,94,2600000.0
J. Knight,21,Republic of Ireland,76,Derby County,2800000.0,3000.0,1.0,3.0,2.0,High/ Medium,Lean,RB,Permanent,176,72,5500000.0
22 I. Kuribara,19,Japan,68,Shimizu S-Pulse,350000.0,550.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,191,88,508000.0
22 O. Blomberg,21,Norway,69,SK Brann,475000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,177,71,689000.0
L. Tomlin,33,England,64,Doncaster Rovers,375000.0,5000.0,1.0,3.0,3.0,Medium/ Low,Stocky,SUB,Permanent,180,74,656000.0
E. Rexhbeçaj,24,Kosovo,77,FC Augsburg,4300000.0,19000.0,1.0,3.0,3.0,High/ Medium,Lean,LCM,Permanent,182,73,8100000.0
21 Fábio Coentrão,32,Portugal,75,Rio Ave FC,3900000.0,10000.0,3.0,2.0,4.0,High/ High,Lean,LB,Permanent,179,66,8199999.999999999
J. Moutachy,24,France,70,Chamois Niortais Football Club,1000000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RB,Permanent,175,68,1800000.0
T. Jacob,18,Argentina,76,Newell's Old Boys,1300000.0,900.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,180,74,2200000.0
22 Zarrabeitia,27,Spain,60,SD Amorebieta,240000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,74,372000.0
T. Conway,19,England,77,Bristol City,850000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,68,2100000.0
V. Sinisalo,20,Finland,72,Burton Albion,300000.0,5000.0,1.0,2.0,1.0,Medium/ Medium,Lean,SUB,"<a href=""/team/2/aston-villa/"">Aston Villa</a>",196,76,0.0
22 R. Sailor,23,United States,65,Inter Miami CF,375000.0,1000.0,1.0,2.0,2.0,Medium/ Medium,Lean,LCB,Permanent,193,81,638000.0
22 M. Dietz,19,United States,71,SC Freiburg II,375000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,188,76,778000.0
F. Rosales,21,Bolivia,65,Club Deportivo Oriente Petrolero,350000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,179,76,823000.0
T. Fountas,26,Greece,77,D.C. United,7000000.0,10000.0,1.0,3.0,3.0,Medium/ Medium,Normal,ST,Permanent,170,65,11000000.0
22 A. Obhakhan,23,Republic of Ireland,57,Drogheda United,140000.0,500.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,185,75,228000.0
J. Stefanon,23,Austria,66,Austria Lustenau,500000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,183,77,763000.0
22 M. Schut,17,Netherlands,69,Willem II,210000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,180,76,436000.0
Fran Villalba,24,Spain,79,Real Sporting de Gijón,4700000.0,7000.0,1.0,3.0,3.0,High/ Medium,Lean,CAM,Permanent,172,63,8500000.0
F. Duclós,26,Peru,68,Ayacucho,825000.0,500.0,1.0,3.0,2.0,Low/ Low,Normal,SUB,Permanent,183,76,1800000.0
22 Y. Someya,34,Japan,61,Kashiwa Reysol,110000.0,2000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,184,79,138000.0
M. Furaih,22,Saudi Arabia,57,Al Batin,110000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,162,60,204000.0
22 J. Michelbrink,20,Germany,74,Hertha BSC,550000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,180,62,1300000.0
Đ. Petrović,22,Serbia,76,New England Revolution,2000000.0,2000.0,1.0,2.0,1.0,Medium/ Medium,Lean,GK,Permanent,194,88,3400000.0
21 Ruvira,20,Spain,65,CF Fuenlabrada,300000.0,650.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,185,75,488000.0
21 N. Morínigo,20,Paraguay,71,Club River Plate Asunción,875000.0,500.0,1.0,3.0,3.0,High/ Low,Lean,RES,Permanent,193,88,2100000.0
21 G. Fuentes,21,Peru,71,Sport Huancayo,900000.0,500.0,1.0,3.0,2.0,High/ Low,Normal,SUB,Permanent,180,76,2100000.0
